1982, 2.4824514558271656e-07
1983, 2.654428499226924e-07
1984, 2.848360907137248e-07
1985, 3.1077022656843047e-07
1986, 3.420400186574365e-07
1987, 3.7068057525045457e-07
1988, 4.0442477760344833e-07
1989, 4.441474459326855e-07
1990, 4.834654094208548e-07
1991, 5.225080680507485e-07
1992, 5.607704005277421e-07
1993, 5.992143761497053e-07
1994, 6.524663425417592e-07
1995, 6.997455557211651e-07
1996, 7.489773809408818e-07
1997, 8.437087737027988e-07
1998, 9.475301112615853e-07
1999, 1.0656724579608369e-06
2000, 1.1934611003588148e-06
2001, 1.3226757654852649e-06
2002, 1.480041126861968e-06
2003, 1.6410152414079802e-06
2004, 1.8174768488929e-06
2005, 2.023218290300325e-06
2006, 2.311168519294629e-06
2007, 2.6514579433621417e-06
2008, 3.078919657387554e-06
2009, 3.4253053269951897e-06
2010, 3.892888603981451e-06
2011, 4.626920599548612e-06
2012, 5.431508822896701e-06
2013, 6.07338279223768e-06
2014, 6.815184211258642e-06
2015, 7.1930692554035745e-06
2016, 7.7801775790119e-06
2017, 8.192634595616255e-06
2018, 8.303500908368732e-06
2019, 8.26613563731371e-06
